(13222537460531049935, 14608059043304798134)
(11302419447114493949, 1926922415963023066)
(12409292352782065722, 3518260695387351240)
(11911403663133204366, 15774340124663298003)
(13974468475275558373, 10984229159342903460)
(3492340822886417982, 4958070738266302728)
(8116334757173575410, 3654461469541970799)
(1877124539961549247, 13826305928719738962)
(18188460695681893559, 12149614470164524797)
(12257678655512867333, 18417929294557114108)
(17260861684670430444, 11418518537409395499)
(16818615180560810852, 10114920729503039521)
(1566366113855268650, 7763101490602083407)
(287134012349646701, 4122386196689261360)
(10467250429501411964, 15966259283737835305)
(6746742459101370360, 9993731738472676583)
(4563993823999114739, 5931532284033406827)
(81199215236623097, 8536243829708001357)
(3602621207074969441, 7791371366314359232)
(5716846088834551698, 16035037433263811484)
(11710778156486831759, 5139092124716224157)
(5007408160018768982, 11751375979359077548)
(9591904323160361650, 10751266127817436969)
(12780198260359464558, 3850371756757797173)
(13923761335954713448, 8116975551063754705)
(17836114625049370343, 11381712213240282434)
(1810332246932529476, 9928432994053104989)
(9526116449714738446, 942114081164030178)
(6087235035515699922, 17102465980052307234)
(16744100839216930714, 4666667676307799727)
(5233725665970331279, 5039386341184776286)
(10059487313694316224, 10679440929814721214)
(14752165040828799095, 9309306329406376959)
(14138256975487181564, 9780222574921243119)
(12004403589598702838, 8624686072764344231)
(1230774316638527002, 1268024719561566235)
(1739340870308296305, 7222557796431875880)
(7075769007712836312, 9295668173478385550)
(9746238943061240546, 10789706249304181277)
(975674366753990836, 16107102241245437598)
(5287463847015126507, 12326131621465166093)
(9022318845570678738, 5318192567873013983)
(12090160228125042915, 17862674882519501163)
(13769825931553913242, 17312233397832967436)
(17871534284897051919, 18227888009505285134)
(14681066226848216736, 11818807826998296674)
(12069007020189875629, 612915968182107643)
(5103887299909990283, 17439595680678367848)
(12146248995819463967, 12865512089772049848)
(4268298021769910305, 3771391135285228774)
(10656292798038649905, 12785052779194561623)
(4222689261852039009, 3474854976534939357)
(16255140797500312294, 16108624062738675029)
(14953015977171578136, 7139677897055998994)
(17389767425123171130, 1178560372255067193)
(3692295018411361069, 14251072329105612897)
(13645553481794919863, 11586912629282022266)
(3446305166811698312, 4261088546153594499)
(5939852541824125959, 4956512422399851788)
(457242395451023191, 5780735321226828212)
(5422652884208225316, 2049256445563466342)
(4173263315645340525, 14311573698723907609)
(16667972661984152418, 9131712650484791451)
(16925671625147789434, 14000159065502015721)
(17887853724235764074, 4001939048879453551)
(3100425750748469173, 10727331601359317979)
(506529545657215091, 6222103785932321262)
(9285622552781113576, 17661462037570805597)
(15567114700710857857, 2240938004549295737)
(16049099871938290017, 5291361056193774063)
(9684808309306507083, 10594947166613040660)
(4462467258870748270, 17964707693904076250)
(9064379734727628317, 10995658723545334619)
(12217756399617132630, 4376724920734002280)
(7927948316969185671, 9948519733139449517)
(15337202331846117185, 18137462613127869633)
(17495987169050660791, 2038264857716244836)
(18008197394244556676, 793150254985594881)
(3395136252310470342, 6391880546424642048)
(1735168033718387514, 13106224512511621436)
(11822397511761702175, 16107693507218679588)
(1345437521764553391, 15799955625259858862)
(12446641779347378267, 8984574565506609614)
(9701185739316134214, 596078309162759457)
(7208157465958209871, 15467824647273102222)
(1786643753343765961, 9072369661809293928)
(14056949195256616147, 3086065998513415136)
(4859360384233945499, 10127779337218990153)
(7574045713503391592, 15611517208519938075)
(13691476889173179941, 2153523457944899886)
(4194661289804024519, 11282093983438322410)
(6524993140372515125, 13765809940919342444)
(15750041736861218475, 15291446459666775932)
(11908087165083231061, 4115353975148242467)
(16546397315683203018, 4524461782014500026)
(15760847836526555458, 11904255365098204599)
(1508099381205216974, 16527102350011458190)
(8941975485597850779, 18108041574514918962)
(1760553946846822472, 4151704290027488711)
(2760122882988560172, 15126765488601317766)
(18214968266376223532, 17348312004313120997)
(371091073871211061, 3321859545217207182)
(17368530978086295960, 1075825938587730233)
(10238965116969015666, 7367113277787331162)
(11541074532869142284, 10559330154461252593)
(2264688472024755064, 6768059196491731038)
(7383033133122649387, 17910278147672485375)
(11988817005549336651, 12095976575311868095)
(111372063927518366, 13455258017193601545)
(4288311189314188986, 10474259312756918845)
(5205803924818451602, 3631427033407408212)
(16139353686390309951, 3323983110868004635)
(9809368790924559927, 12071450565577978393)
(11604176722571871417, 11055459749723595648)
(12108266946034448750, 4584602960725157727)
(8152903538175670166, 6392814952553062809)
(8505174086308394260, 13016032370825409573)
(6339636578822980056, 7146191246936522712)
(15694235780541376832, 17738747964684095842)
(16024478339466401597, 16611424986028089927)
(18381341420964180207, 6907412821206294520)
(2643181706482288582, 13569673647094299991)
(8190206524078835481, 1197391550163266453)
(6340511714325757320, 6314984930715616808)
(8815917326724290812, 6463217308533887642)
(7195678245407347010, 17908528435760978434)
(13392187355131827694, 5335954591092083863)
(7754539641777979570, 7344169227061292313)
(4128038205594309019, 7411019075436811079)
(10903542974677608412, 18133609812929244153)
(12555172357730917824, 16046009553455386887)
(239159003043449070, 6316993527948810802)
(5856168147838136843, 11379527013451031128)
(16037072042870786462, 15185216071914372667)
(5264643794765445371, 11218045116561132350)
(1636982098855616150, 7747902481696011143)
(8791241807561380622, 820700156674470055)
(10743922513147767613, 3022840763983774439)
(18118362519986326152, 10612617707678226952)
(11953698455623162598, 15904622422638660304)
(2896789059390280059, 1649071777830176411)
(3006019472119979558, 3423723378622471579)
(688732105121321980, 3914998928736825854)
(4079584110134234185, 16527039151333430670)
(2496718908115223559, 7485100307471689096)
(11401639592223040974, 10206778430176278317)
(10468249389771100158, 11203381253213245496)
(18361553032874809173, 6740103676166846725)
(14722095856133605975, 18236744290876994365)
(88740627929665787, 10833754473452850897)
(11382683162703170477, 10175403010578616937)
(2791683715302256879, 4004023435929156996)
(7489466169753187259, 9398294967495005754)
(9292301830879104730, 18101424220267563726)
(15476702288665868427, 2387128854036081916)
(13362602307616300132, 16327433928722290937)
(6187791343986616395, 2403948485275045152)
(10290714891602638646, 8562349265754151003)
(2169222210563821329, 4551570223510104863)
(7283405452500798899, 1420357475254597553)
(216028144618940281, 13224710802681968484)
(6382380125974391137, 13630030387987097203)
(10529937281588746610, 11390017713876376887)
(15367020617081835924, 13344954363719643890)
(17183460780851283744, 485117412663278750)
(11078983320463091227, 11564237945345802836)
(9336093692039463990, 3676036810846446666)
(9561888249732805273, 7355716482037607355)
(13465583287439556722, 11645040877397719028)
(11611312101649635905, 1606121421059053391)
(10399753313953852540, 14069186192022853725)
(13721863972888205976, 15444780075758989246)
(18245636287196998607, 16978711974095438856)
(1667555851389232745, 2835682303518223737)
(10995164638898261647, 13371000104953608316)
(5432548406296481476, 3315491451631419884)
(7954757397164636764, 12326334810363047333)
(11205096209991052928, 16123208255691174619)
(12419698393081952393, 6420128515239633143)
(13380298592245236341, 9531050803420682279)
(5599764641511050004, 13743585159086676698)
(13822739565636443785, 13233261546810732914)
(4528827891181326306, 5880053772710814190)
(6927171903295605817, 8384306890783381743)
(2281599987458638488, 7271200194307383671)
(11170086590035966956, 10988898156964915323)
(15487092434027748197, 2916088265017863643)
(17900212489605759531, 17411707625081902621)
(1043864059251057440, 11631379342881392933)
(9053897782256363431, 639621904782854331)
(15375521089498179236, 5396123832719673480)
(9923516335545502718, 6932956302448397148)
(6659657289835238857, 4931120617923330145)
(9055614394277294534, 10257194287999540862)
(4981164130200776649, 5076098206269819279)
(2399357807316510044, 8744195191983883249)
(1444283489053645318, 5271908876305864160)
(7994968212777507396, 10252710615961257147)
(16815205775032869505, 11762695644288261761)
(3207403519200492193, 2287455586065791589)
(3329406932512035945, 1181480793108845322)
(11580609268235545416, 10828356132849316248)
(818832372894640994, 4977079211257823546)
(8647194490482818573, 12680631444397252612)
(490694415567293202, 14658931354141616553)
(13676009778200426612, 2893272839139049453)
(16748652113569687458, 9750684957797942194)
(2654076228028694983, 10199327605772244965)
(1287832640730072493, 16365375905993164617)
(5174765557182180635, 16626312677461638205)
(15381512940604075604, 2934878207991082074)
(599977464263662611, 15509123071740048158)
(8319314165415098709, 3525169788683247076)
(17605496403133167151, 346336446295536238)
(11499378306427796252, 16181920325710331360)
(7601803099814990035, 10039511966362082635)
(7797135796794824313, 3453131372950821307)
(7739119469036701384, 2692391859021212843)
(12558675437228087088, 6574568908662954583)
(13962310107274875733, 6749420387779437053)
(5777415452695305102, 12490103774663507784)
(14801550334674526659, 13169475044870115281)
(1965091415193486881, 6146842225417556026)
(11681105069505528398, 5550985883409602582)
(1474885009720617846, 14987698431776388495)
(9441200012073925485, 13695031709515192777)
(3127764643016937383, 662111907584708620)
(8863135724411304841, 8122074994067268124)
(13403361444961440684, 2634599807400555069)
(1844187360873230804, 3788157297698507502)
(6724467874436347229, 3249516959296996216)
(225234076663351827, 17369058893524487395)
(7949513552919665226, 16683312509014363009)
(16808983389206579259, 15257030117499049412)
(8905518731016318930, 3537294646369224587)
(701500146949631555, 1233712968060449554)
(10174063861485070292, 2099382064460050870)
(4360078249227855979, 6368876937757071828)
(1516121037889456034, 13125867230075248309)
(2850766967056535815, 18286206513307734102)
(10125799931423750255, 449273700432412923)
(14617052985897371156, 17254060492948955026)
(16290087526493367539, 8806975809518346014)
(15728310324044086962, 13063571874477859162)
(8822727069711782913, 13916142166193876470)
(15230648511093999522, 13519836863148161611)
(289914967285227428, 15690043173780233643)
(4681859989155282705, 64705632435496501)
(979213810737253075, 4521394157337781479)
(8111199577037417073, 8266961263449661948)
(12718409751352890427, 2122212369835587791)
(4070357168895414267, 14059443907592288476)
(12429533230451559030, 8746528097515129422)
(10736119734406046915, 1083205784392789652)
(3385553936831424046, 9454524525687739196)
(9757760300828252980, 17019024749672184613)
(6827987559260753001, 13341109116639220441)
(8461912926181548570, 7035997478464467515)
(18415499984957355331, 17904749342726267012)
(6544960491540580079, 13219739875424951165)
(3269273764149158532, 3410526495558462746)
(2537295999987626710, 11013131044047511694)
(3674524847310474797, 13878197956821185502)
(8696075305089674918, 4198407618682538941)
(12379501005095905297, 8286954673627313838)
(727903508378814732, 17803066771324062031)
(17847330980614499003, 4457170523884819332)
(16176612894842068532, 18152002312703371920)
(13361931348945720489, 1787581011117627889)
(13877682286046232326, 4186961358659662354)
(787584392172888038, 1655611998810271208)
(16892906068199981975, 1133627279850599519)
(12308197162830234893, 16074449900861085446)
(9003400337495394927, 2601392250201117420)
(3116740653940122770, 15862504316486313064)
(1197409729342316618, 8773074438488968936)
(13422675754561885157, 1322393968472370121)
(5426985206120422915, 7973595731973763962)
(4106395782614883907, 11997999900187790218)
(15755390163344372036, 12238010636571874666)
(13726806248128033084, 9853592009455118958)
(9900972979923581813, 6191948722284700260)
(10152236361396016763, 15896920069541992719)
(16748470295743474864, 8353066720104407557)
(15783069049763410967, 13698025807025137540)
(8998653144069970746, 3970667883570407677)
(14257074968826238646, 14582054731263928431)
(10977247796053682610, 3736661209230587035)
(6447945294070854753, 2889897585296045880)
(4805038244961509879, 15196790019577466360)
(12438366636457241932, 8037523415359884727)
(2664256843971157707, 12904579165628840439)
(13513849586402337685, 1558880634185904830)
(10206277830364982105, 10944254641046185922)
(5775890231259211564, 959369119900022493)
(10534553879698722069, 7117598187210146588)
(12392931537525550345, 3064965048679787345)
(3666615538086461598, 9801960848973392383)
(7528743798860592390, 5075354186521392465)
(5375669723998549570, 12844769913693492476)
(4232679438086313715, 9589093386701547622)
(11684324182910967720, 1174275608431289325)
(7587759827031841131, 2774617695770174897)
(4042815372239092328, 1941339763924273564)
(6773598713733292412, 3581293043564529003)
(6201845210158766407, 13559517419822173851)
(13003853327688885650, 13227773780429893336)
(11349198841703718508, 15827737240786335995)
(13390306382230110600, 15948889650782268984)
(18421928478983793048, 11931430260258985480)
(4762614937546016516, 13717003579076283173)
(4945004863918446012, 15661152299450131515)
(5670235748002725709, 3047232097374948657)
(598789891283360541, 6291890568084453076)
(6645109081693255281, 13011098531711733052)
(5494985791348991503, 9086951384922843507)
(13264226394204630047, 11381196816690841450)
(15505378554853325267, 9530183806126623475)
(1085466452165356689, 13248065307668409115)
(1899892752975263065, 3661547489057788966)
(15719568306194628080, 11771256796566625742)
(1887186566388033929, 15162391440180541678)
(7806789108371400754, 3799961504466836394)
(2052675366708065265, 16891248725509666487)
(17348610387390011456, 3797606177070238167)
(8034503453678796753, 1005296591841325165)
(332606925011030888, 4379931295811306627)
(10433909869333285661, 17945551813847085250)
(14680656764715908404, 5739144094414766137)
(2183872269486328450, 8019287364836421406)
(5123628118078744222, 12627304098746972300)
(1573122276021477529, 18357508858196404699)
(5003506433618814479, 14137658563635633110)
(8128111276379924930, 13491615945081444013)
(8226425505642746511, 13590197922181841311)
(12946756926985733423, 9580877106741484775)
(16197804253302341493, 619419303426608216)
(16931584837544172252, 1138828726360108481)
(16522566474897416102, 14848516766834535236)
(4428823008548462461, 5933471090423514906)
(17884314583050202502, 5648918638412306000)
(5233104127501341330, 4616400452825346769)
(6726801505081346043, 17687460622616730880)
(4880085004351665891, 6108674915869658990)
(7013446952676483484, 18137836825787343923)
(3282507061709988713, 1663223387173621187)
(13139849115063751164, 5494535265990379510)
(16427089911824485976, 8525763447267734144)
(11136166244145921593, 4812423753036413304)
(9017031162281482446, 14459471644614630211)
(6634844883846626318, 4123762688757837399)
(1887843279077362894, 2974034701556502118)
(13101624921550848455, 8906646582051694396)
(8787020450764165802, 9595169360003420912)
(1897198357746268993, 14357235230930804899)
(2305375848492229066, 3546008708988020223)
(4542408782281539525, 11042096448494117151)
(11241342209720617925, 11155245618334715918)
(15172610612368228234, 2167752478233860088)
(13094730192469503040, 9797014314869470471)
(15662271979834335722, 6002443059492589394)
(11291765704955628759, 12344186823919969324)
(12440559865886345730, 1239406672298640784)
(7729700380133201654, 16098246226994702376)
(4277529593966044171, 8627109736344622168)
(18342983306277670851, 15273171629133535200)
(2827384434601365814, 4351578336192481662)
(742431729696484046, 5302139922799573477)
(9542921080037076358, 11306889482576456509)
(7059802511169758384, 17237824425465810213)
(10098616393880494478, 13960079292570794993)
(7274213843150771206, 11769070058313926516)
(6978993630644204471, 15204396568613020081)
(8224897093454532009, 17989906241635008261)
(14660518009637930880, 2541071870762816608)
(6688920912416913740, 11600722888909926983)
(9304644673507819972, 7776546283503652480)
(9753799290097943435, 17310230347571748037)
(10338148629722689792, 13185614799205753226)
(5839261557437772131, 16878182750624462589)
(15516248789028435359, 2359548580519304523)
(7079399939650566580, 14759361085808154079)
(14566318560904961920, 9350235254815259327)
(4605534500591169180, 7634071557377183383)
(4467759485730853166, 7338593554225149785)
(10029683520390035617, 7378366898494422437)
(5084642014669196173, 11106806123640485054)
(6698790529294458765, 3192460027746635657)
(6827946738722663914, 13689322646997248157)
(5878586119077478231, 18054671335865143334)
(3151395436106088365, 4488580181818452601)
(10721702309203983198, 10714724097904834216)
(17323529600701508, 14519663709665652951)
(1194323084522121098, 13498290160810286660)
(9930341942794622725, 14808164738569011572)
(8917828752310961994, 535495640877055987)
(4718919729819054837, 11550989547698223842)
(14702794806913908442, 1919762076553527891)
(6537064413601300459, 6200721605739397312)
(7306972457745326691, 6801860607256599034)
(15288085923002457297, 11554559753199725927)
(13069499410155372470, 8114940128387857853)
(14061690670490734516, 14449737884531793299)
(3930561072924608422, 8772382415464870895)
(8502395241012434858, 6671392041581634782)
(2065701222535775803, 1111958121600849722)
(17780680837317962951, 17971450058879428415)
(10008374532351740176, 145867437628941790)
(11992668353286640266, 5173993238972801976)
(7376996852157600335, 6072028975675216770)
(14096181671201698279, 14891204510922568320)
(13477298316167573845, 2116104967672277281)
(2773522200115909362, 14870899253300564676)
(14357347518785461609, 4782653829774280050)
(11014970694487331268, 17385278775323194858)
(14060219923418770467, 2091131875652967608)
(13372571369771386079, 16860593226937909068)
(5463774666731411797, 14949417350406232098)
(10478021505759687821, 10111911028930045706)
(13523429121578400160, 8023689663277317249)
(7550193011980436788, 18386111123889419028)
(17185447967191195615, 5215366133228290870)
(821189389327803622, 5741845364262219680)
(13375312317278511551, 13746278673159662409)
(16763940758327730983, 14096842625863308204)
(16262314841856821724, 1152291563081450883)
(9127696884067992847, 12247033141430227106)
(14660896066675424371, 13916192142063640861)
(1134943353238551149, 4534261337756338214)
(16733660638294845814, 7977859198297800924)
(18198255630607448905, 5734344807812057332)
(8780207701349462312, 5864090974367527922)
(5300640622222826700, 6555118245139250978)
(17961594369747453531, 17420551052522901623)
(8851688412928261401, 15284702149803588421)
(7041824650577135237, 15840809574047479415)
(7497309612048860856, 5122826088475191067)
(11155002436477678722, 16738326377963964165)
(17928251936074015346, 17631436526062222311)
(8998565925014580736, 3539270455226548519)
(7139644591603102533, 3691850151770585474)
(9542449701509238876, 6559706580634456396)
(5285583090810433049, 16495542787015657298)
(16776245101160688111, 5035936025024540096)
(17936394294646518058, 2638042393250574201)
(6829717735014868822, 2301588664018714796)
(12596227481361511774, 17489318738578871055)
(13901905505387764461, 9089748855279141037)
(1062486489363946507, 10266928735071654897)
(648351557695072357, 9447886548763229089)
(7164076090041904628, 8245217402070340860)
(11887165703363794504, 9548512082561151989)
(15678235262597815155, 6301008193029385149)
(4174898795114896602, 7561523140239171528)
(8669522815449848456, 4531322456312120533)
(5105596036352327255, 13496575660874298020)
(15370532208012152662, 11194845400061245526)
(8917181110338296406, 3339914267400195296)
(6334040799766869602, 9559058020693176842)
(16706478875613817969, 6854241961223350354)
(11135311998361442203, 10401690900835548404)
(14599159169044910788, 12480080014694054642)
(17688012288924986976, 2979236698055017580)
(16063475888696696276, 14602460694306560566)
(1845735068644093105, 15664566568976399476)
(7762820916504465763, 10364894922084988582)
(5807913572062128134, 15220054905349814850)
(3554230187832073385, 723550219637760832)
(6529031616711919685, 10895303201637999281)
(10676797586168237107, 8178659825285267012)
(16789725254704134315, 9690348748754025904)
(2193651649006629268, 4976956347362323214)
(1725103669781420436, 7430251674264951851)
(11257784930469745111, 2177523657237065351)
(13567407503534591703, 919163782578880455)
(13565918364673309741, 15327058339349954799)
(11275716071533376253, 14607406486968316443)
(5624776570987321789, 6794885504610944504)
(2590905151439680601, 263337460017667696)
(9335485147945510176, 2842965867815871651)
(527851678308879777, 7560183905351739526)
(3248220427969081791, 1041118019069056999)
(9095570270767956849, 6234091210367629409)
(10161399826878947141, 10794748760490140805)
(13987255727497279747, 8625879618303217552)
(5537036796536541703, 15325564574993269966)
(5152661671515358595, 1893045674580649378)
(4828963514874682795, 10700122625679085169)
(14473944701603601277, 11452596729252612677)
(2053364168222198117, 664193823646234610)
(9962319406162704874, 18079445391577748865)
(4423020731415697022, 9922416002399414626)
(14279924471791119699, 7000300575098785476)
(11114585866650224034, 3798471952989929008)
(5859041044125363410, 2327323946508973285)
(11709017263464634705, 4817033741779260102)
(17056250159869814658, 5629125258474486110)
(1589168829009378265, 9282694871473061475)
(8012746040570531132, 17849734642357096970)
(12280392826617414765, 16962788684471049678)
(10230414466165271207, 6626060910405922246)
(427835050604250996, 3012902442550375360)
(7438312153086396156, 7196153209883197985)
(11475544566326338874, 7347604256927679891)
(70426592574051125, 5655336022629376169)
(11738478414117240710, 1966673366927531622)
(7536478441539343354, 17460012309538216408)
(1092329072957431624, 1919132700677825835)
(17164881383360730483, 14284902337109512492)
(15360483706727089696, 9398925572027953940)
(14924536213110959168, 7583411478710612651)
(461841501625018282, 14791549267452016911)
(11590169442180364189, 9121508007127999742)
(4317638436578076770, 6914413527605184145)
(5434587473934533118, 12051135274387880714)
(14964777047391595533, 14545399662307929194)
(8053412900284724182, 15565731508764558271)
(3123660053241761486, 2809657130782339272)
(3804113899041422456, 14006110311428072298)
(1588770714749856378, 4731920538331568548)
(16559283793431698816, 17833439652662535082)
(8317497902988850382, 12443464241864067451)
(1025039472905179731, 441720429549177321)
(17057953398010299619, 1540286696945623823)
(7873519977338849943, 1935871912778916130)
(10357287174574486946, 10555580946893390465)
(1563455944123787433, 11201158063553886201)
(14673104238181971062, 12223015364951465248)
(15022217595622059254, 11523369815492605196)
(6749448148993943007, 7827388633750857314)
(13752215138502744255, 9054884694830290479)
(1116359205545077433, 12035725262269586169)
(8651487278557759856, 11668730865424068904)
(10967846553996507022, 10106392996039356743)
(4988472972705436302, 11482440698635362946)
(4816060672475446625, 8269174244499458904)
(5960467637692695162, 16444410976244605331)
(11453301431884427411, 12882331156069750650)
(14925915678856338142, 1532171859522914954)
(12802230603004553588, 4078883135101243214)
(12297998763686204604, 7768121749845747066)
(15729056813905166726, 4138640913063144702)
(10163557173837000124, 7992060165586087282)
(7769874127964147608, 14632949208310603789)
(6536356057556798562, 6313760196897405637)
(15736407122693865208, 640898516101288789)
(6151258792594031407, 9722438777023735802)
(15457883003534016324, 1904161118017411450)
(15791629743806212768, 11829697472435624536)
(8681078220984634685, 7523236411673853556)
(11071287250641647946, 9403090167700327841)
(10653266668583750297, 6028140236577335295)
(18148395230118006344, 17629892243935657338)
(2536650054328390202, 3492427032541428540)
(15555502707377793010, 15957123171451339959)
(10247231814952691682, 11143742799041669503)
(12174179371083950306, 14548043487180491379)
(3925015231790064224, 3019899579615197505)
(13789403007975411279, 5552796494092773480)
(8355435258585100209, 8065547995708684825)
(6892639036256670354, 193416815716534254)
(9753233431630163248, 3748663017483505265)
(2313840706779688820, 17234287725186496271)
(14640400222611928197, 17548703991871625302)
(5326943576023678854, 10297516832522105210)
(10917504404086906211, 17148819802233117629)
(6370384606419246494, 8706594018717725539)
(369356232883446558, 17425400474296712095)
(8297052513767722673, 11025261601821106701)
(14194714577139773680, 14291872871093699423)
(15269619934789126005, 14524999142973471777)
(4152161666983263128, 6304181967736789259)
(15905279977416774638, 17075173000041479083)
(7706860163548961872, 16847509702799097742)
(16480178106542413909, 12372689689001327702)
(6648074306708205916, 18046463818354055929)
(4776979095513652075, 10802896368057233944)
(9245944637520633683, 11154927415581902037)
(1601615262556331116, 677851884040767300)
(1752036946122474679, 7637869461391359313)
(11233914532411556193, 14207448949788185144)
(10192462611202213650, 3163122215140510539)
(1060161362924088765, 18117299242986895397)
(9457690023465487132, 5841829648315516928)
(12490767673676993954, 11774681319099876548)
(117563877496180811, 13929454779095344970)
(15936929903716578532, 16927049163044545058)
(4300061611577199008, 12061882975040686049)
(6000002841740712666, 18214392806913152503)
(7442685744811970538, 12896243165239743602)
(9196880928681246535, 5231553994764772788)
(15307013874974725245, 17394885759354001679)
(13352858306181960222, 15607873694924914936)
(6169587380958690164, 15601881468262254473)
(2147757981894082167, 15644797694614210874)
(13053829980702148653, 17064680005414076454)
(16969391006841143375, 10330519452845428684)
(2901308655069980994, 6479285998719198865)
(12122423280508079867, 5120186027068652048)
(10183406159230533104, 7366289072485874608)
(17460966824317820904, 17419014573132109431)
(7249777141711936549, 17984185500739715037)
(9310043615125567234, 12016984298130936519)
(17259516917029786119, 6217456385895530099)
(13683781552998971448, 12696766083129382451)
(17852355947135500812, 1262633446929685915)
(4976812070665031376, 13158217441505813082)
(16179719176242916383, 8033096674883018043)
(16399706949474979888, 722827656644598808)
(9139337740416265813, 12586885081158612055)
(1551834005985232711, 2826056105174262058)
(9297186239360855901, 15476687882076532417)
(14169022136365699090, 14346076200812399774)
(1220305663469650769, 11203441791263864730)
(6839076702864057437, 16291875605859874027)
(804499742348135267, 11970414087611754207)
(12689359351492364825, 15121250844373924789)
(185926419159090802, 8324346144688850293)
(15010533011627345062, 4570879138558771244)
(11251079067511943484, 16002054161397106278)
(13959324109518271788, 7953017511495804793)
(1228056592584274166, 4617911926223835849)
(5418146505360305297, 2390206459365120703)
(8424505337250794120, 10206543773995005366)
(12964354435817925679, 3531659217691324961)
(10687114557676359029, 11323993688932515707)
(7295926964459849704, 2064518570690722907)
(5348108943517004195, 15193272985849286058)
(14305340364149546334, 8981649815904408413)
(18407914175640056717, 13266328380812477149)
(17285589123378051614, 6958719589239380311)
(7025452424667371580, 3363189817801727903)
(10599556626018310901, 11352114754007520705)
(13934205561531439786, 16665308192781412816)
(6272379785045128507, 2415504111944009283)
(2060750710710147953, 15432714944715284884)
(12102330796365760440, 1085041048098924224)
(2563586246802554950, 10121658248686363184)
(347239574857956652, 16779344458132645250)
(3033038208188817612, 1846092023124042375)
(11432967722534178473, 17385827252477354926)
(5751477378820439210, 16088932899628821586)
(18035091650932810920, 11496397685468101446)
(1800923735058866605, 4064114602720698031)
(17754487022130987902, 16652696177996452078)
(4340163119851748127, 16446385498060874667)
(9480599038602399426, 13508322938030870744)
(12900118074865315596, 3093217689030343060)
